조사하,8,1,1,42,50,2
한다타,13,1,1,81,51,87
장타하,12,1,1,66,50,65
신마마,11,1,1,11,63,100
김바다,8,1,1,80,34,76
권차라,8,1,1,45,96,49
한카마,10,1,1,11,5,1
한파다,8,1,1,94,41,69
황나파,11,1,1,69,28,9
박마다,13,1,1,63,31,78
장가자,10,1,1,35,68,37
강바차,8,1,1,16,9,88
강파타,12,1,1,42,72,72
이마아,12,1,1,49,98,34
안차바,10,1,1,37,95,57
강타사,11,1,1,60,81,90
유자사,9,1,1,29,79,4
김나파,8,1,1,83,18,91
이타자,11,1,1,81,19,70
오라자,10,1,1,73,89,69
안하차,10,1,1,69,1,84
송파가,10,1,1,81,46,28
송카가,11,1,1,57,12,100
송타자,11,1,1,67,57,44
장라바,12,1,1,81,17,56
권나타,10,1,1,99,87,89
권파마,11,1,1,25,0,62
임나카,10,1,1,74,42,96
황카하,13,1,1,53,14,97
송카사,12,1,1,84,96,30
안아나,12,1,1,74,63,21
장카차,11,1,1,72,57,20
송타나,9,1,1,88,20,83
박다다,12,1,1,25,42,82
임파다,11,1,1,22,42,60
정아나,13,1,1,100,88,93
강자다,12,1,1,24,80,3
홍사라,9,1,1,8,66,30
신라마,8,1,1,61,62,3
최바가,11,1,1,10,56,22
장라타,13,1,1,39,25,63
정사사,10,1,1,81,74,27
정바나,9,1,1,34,71,55
김마하,12,1,1,87,4,23
송사파,8,1,1,20,62,63
조바바,10,1,1,71,66,91
윤사자,8,1,1,48,93,37
안아하,9,1,1,41,17,14
박바파,13,1,1,98,46,55
안가다,11,1,1,55,62,48
강바타,11,1,1,99,26,7
유마가,12,1,1,78,26,93
안나라,13,1,1,21,18,50
안바하,13,1,1,45,99,1
이차다,9,1,1,19,87,31
윤아바,9,1,1,32,18,59
신자다,11,1,1,62,51,96
서라파,10,1,1,54,64,15
강바카,10,1,1,32,33,63
안파나,11,1,1,66,99,68
정가바,11,1,1,92,55,5
서자가,10,1,1,63,80,4
이자다,10,1,1,95,1,71
유자마,13,1,1,3,44,27
김하가,9,1,1,32,56,99
강사타,9,1,1,3,14,89
김사타,9,1,1,8,32,89
조사바,9,1,1,88,4,76
황나하,13,1,1,98,78,87
윤타라,10,1,1,42,63,60
황라파,9,1,1,92,61,59
송카카,9,1,1,66,66,65
유아차,11,1,1,6,94,74
이자바,10,1,1,91,61,23
장나카,8,1,1,3,30,73
임타타,8,1,1,85,21,53
최자아,13,1,1,3,51,61
장타라,9,1,1,72,62,85
황가카,10,1,1,42,96,86
송차자,9,1,1,30,71,30
임바바,10,1,1,48,95,52
홍나파,11,1,1,85,89,83
안라하,8,1,1,98,46,95
정카타,8,1,1,61,66,6
박라하,9,1,1,93,42,74
유아나,8,1,1,59,74,2
장카사,9,1,1,12,19,16
윤하다,13,1,1,84,8,9
이나가,10,1,1,21,92,90
오하카,11,1,1,73,95,84
이사파,9,1,1,25,60,19
홍바마,12,1,1,15,13,1
한나타,9,1,1,38,73,48
이바바,13,1,1,24,14,74
황가아,10,1,1,58,91,38
신다라,11,1,1,55,33,22
정카다,12,1,1,52,49,74
송사하,12,1,1,39,34,11
장사가,9,1,1,33,81,97
최다하,13,1,1,72,44,6
안가파,11,1,1,76,96,2
홍가파,9,1,1,26,31,87
최아라,9,1,1,92,46,60
정나마,10,1,1,54,5,66
조파파,9,1,1,14,56,51
송자아,10,1,1,86,22,86
안마다,8,1,1,63,9,77
박파바,9,1,1,44,79,98
임하카,8,1,1,67,42,20
서다사,8,1,1,31,25,50
윤바마,9,1,1,56,82,52
서바가,9,1,1,64,78,51
장라사,10,1,1,61,35,48
황카나,13,1,1,32,79,71
홍차바,8,1,1,85,50,84
임자바,9,1,1,70,2,84
조하파,8,1,1,31,46,10
유차차,13,1,1,9,97,87
한가자,10,1,1,41,24,11
홍사사,9,1,1,62,11,54
최카마,13,1,1,64,93,76
임나차,12,1,1,71,88,36
황다라,11,1,1,62,27,23
김라카,8,1,1,27,66,79
이차다,10,1,1,3,62,3
임타자,12,1,1,85,58,26
신마가,8,1,1,82,38,90
임아마,8,1,1,61,48,86
김나다,9,1,1,90,83,46
홍마가,11,1,1,44,29,47
황자파,9,1,1,15,80,51
한아바,11,1,1,42,63,43
장나카,10,1,1,6,48,22
안타마,11,1,1,50,63,59
서아자,10,1,1,98,14,49
권하파,13,1,1,44,34,71
윤카가,9,1,1,93,40,30
최차아,12,1,1,14,45,82
오바파,13,1,1,80,27,76
임나바,13,1,1,21,22,86
윤카하,11,1,1,87,36,51
안마바,11,1,1,26,7,19
장타가,12,1,1,26,92,6
홍카카,12,1,1,20,29,62
황차라,10,1,1,86,99,48
이타자,11,1,1,34,42,95
김카차,9,1,1,21,8,71
신아자,11,1,1,65,75,88
서나사,10,1,1,40,85,97
신다아,8,1,1,31,75,13
강라사,8,1,1,94,95,60
박카다,13,1,1,42,4,86
강카사,12,1,1,92,33,83
황파바,8,1,1,37,0,36
강나나,9,1,1,99,75,13
안가바,11,1,1,39,94,65
황마타,12,1,1,50,9,65
장타카,13,1,1,89,92,87
장마자,11,1,1,42,16,69
김마하,11,1,1,87,88,53
윤가파,13,1,1,96,70,1
장하다,13,1,1,88,79,93
김카사,13,1,1,69,3,74
황바다,11,1,1,3,41,70
안하라,12,1,1,83,38,57
강바가,10,1,1,89,88,3
이자카,9,1,1,91,14,21
한하차,8,1,1,71,68,1
송타자,9,1,1,46,38,2
안마바,11,1,1,66,88,26
조파아,10,1,1,32,76,0
유아바,12,1,1,88,86,85
이나자,9,1,1,65,89,24
강아파,11,1,1,76,30,19
신사사,13,1,1,45,9,82
송나사,11,1,1,82,13,89
한바파,13,1,1,73,94,89
장타자,11,1,1,50,48,21
송아바,10,1,1,25,61,64
신다가,13,1,1,100,88,47
이가바,13,1,1,89,21,78
강하바,10,1,1,67,47,95
서자바,12,1,1,17,95,10
강가카,9,1,1,94,10,53
오하다,8,1,1,87,30,55
장사마,13,1,1,25,80,48
조차차,12,1,1,25,15,3
윤바자,8,1,1,66,84,89
박아마,13,1,1,76,71,48
서차타,13,1,1,2,21,32
황라타,13,1,1,97,13,88
황라마,10,1,1,12,10,16
권사자,9,1,1,11,0,11
황나하,11,1,1,23,90,88
임카하,9,1,1,86,55,77
정파자,12,1,1,97,85,6
한사다,12,1,1,87,36,57
박바카,11,1,1,23,58,74
임자사,13,1,1,10,74,74
강아나,9,1,1,29,62,41
조차가,9,1,1,80,29,59
한가라,13,1,1,94,73,61
황하다,12,1,1,100,22,23
안사나,8,1,1,72,89,65
황가아,11,1,1,11,31,45
박가하,11,1,1,57,73,77
한다아,10,1,1,89,54,32
신나바,12,1,1,65,49,92
장다바,12,1,1,67,22,98
안사자,12,1,1,8,100,67
오사라,10,1,1,31,54,27
이마차,8,1,1,7,67,7
정마사,13,1,1,10,83,95
유다바,12,1,1,18,60,100
안라아,8,1,1,92,75,44
장차하,11,1,1,41,28,94
이하차,9,1,1,68,10,71
임바사,9,1,1,97,28,6
한마차,12,1,1,64,48,20
안하바,10,1,1,71,10,31
이다파,10,1,1,89,50,36
박카바,9,1,1,67,9,36
윤차나,13,1,1,88,39,91
홍차카,10,1,1,19,83,25
조카카,11,1,1,40,1,22
장라파,9,1,1,40,5,79
송사자,11,1,1,12,81,70
윤가차,11,1,1,16,34,91
이사바,12,1,1,3,62,72
신카차,13,1,1,71,76,32
임바바,9,1,1,23,99,84
홍가타,9,1,1,4,97,82
강나하,11,1,1,5,88,58
황사사,13,1,1,88,57,74
김사차,9,1,1,5,49,58
권아자,9,1,1,17,77,81
유카자,11,1,1,67,92,85
임파나,12,1,1,62,7,64
홍파타,12,1,1,93,30,26
오나카,12,1,1,90,26,47
황마사,11,1,1,37,37,64
강카카,10,1,1,20,50,76
정바하,9,1,1,91,41,48
유아라,8,1,1,74,5,58
신카라,9,1,1,1,33,88
송마사,13,1,1,22,82,98
강나라,10,1,1,74,91,50
신사카,11,1,1,60,81,10
한나아,10,1,1,51,65,5
유다아,11,1,1,95,87,66
신파카,12,1,1,8,31,85
오마바,12,1,1,5,24,39
최가하,13,1,1,25,100,66
윤가차,8,1,1,63,32,25
서사가,10,1,1,73,25,21
강차자,13,1,1,99,24,83
신타라,11,1,1,9,31,95
홍사사,9,1,1,16,0,53
윤라마,13,1,1,27,44,92
송바나,8,1,1,71,49,53
윤라아,12,1,1,44,52,57
김타나,9,1,1,88,59,82
오라마,8,1,1,22,73,26
송자가,13,1,1,74,4,83
이아나,9,1,1,6,58,39
박차타,9,1,1,67,40,61
황카아,11,1,1,97,15,38
안사아,12,1,1,18,22,34
조타사,13,1,1,87,27,53
서카바,9,1,1,19,80,6
김바다,11,1,1,5,53,20
황다차,13,1,1,94,48,72
임하마,10,1,1,46,24,29
유차바,11,1,1,83,65,57
정차가,11,1,1,82,54,0
송라아,11,1,1,30,56,46
장라차,10,1,1,76,8,77
유가사,13,1,1,34,36,37
권라자,11,1,1,33,33,51
오타나,12,1,1,15,39,21
강타차,13,1,1,65,43,50
한차마,12,1,1,74,32,19
조다자,11,1,1,40,60,19
조카나,13,1,1,90,67,25
홍가카,12,1,1,4,31,84
정파바,11,1,1,45,52,24
서바카,9,1,1,11,54,29
신타파,12,1,1,42,34,23
홍카다,12,1,1,100,12,14
오파파,10,1,1,25,65,100
서가자,12,1,1,11,85,62
홍다다,11,1,1,11,61,37
신마가,8,1,1,33,64,82
송라자,8,1,1,34,8,66
권바나,13,1,1,5,12,22
정파사,12,1,1,35,99,12
최바가,8,1,1,88,96,50
신라파,8,1,1,85,95,26
조차사,10,1,1,1,31,8
황마타,12,1,1,12,48,39
권바바,10,1,1,39,85,26
박차자,11,1,1,3,80,60
오자라,8,1,1,26,62,43
장차라,11,1,1,45,9,87
장사파,9,1,1,25,83,26
송자가,8,1,1,24,80,6
한사다,9,1,1,43,96,97
강카카,8,1,1,4,43,27
최타사,11,1,1,94,60,75
조나카,11,1,1,17,68,54
김사마,13,1,1,68,28,26
박가사,8,1,1,44,46,82
송마하,10,1,1,71,14,23
황바타,10,1,1,68,7,25
김차차,11,1,1,0,25,5
임차라,9,1,1,79,4,57
임타아,8,1,1,55,97,45
신다차,11,1,1,0,32,50
유하자,8,1,1,86,22,13
권바카,13,1,1,35,31,76
김사차,13,1,1,6,65,98
홍다나,11,1,1,60,17,66
유가다,8,1,1,65,85,18
정타가,10,1,1,49,33,68
서아하,9,1,1,9,0,94
홍카차,8,1,1,47,17,45
최아라,8,1,1,75,11,52
이타사,8,1,1,88,72,48
안파바,13,1,1,54,6,71
안차자,10,1,1,40,44,45
박가다,13,1,1,44,22,88
신아사,13,1,1,31,66,11
오라마,10,1,1,71,11,91
정카타,11,1,1,38,95,5
황가사,12,1,1,40,23,22
강나파,12,1,1,80,36,18
정다카,13,1,1,24,77,9
신아자,9,1,1,59,53,77
강바타,13,1,1,58,26,69
장사라,9,1,1,4,34,11
황다파,9,1,1,29,60,56
조파파,12,1,1,23,67,53
장아자,11,1,1,73,41,22
강아나,10,1,1,38,85,62
신다타,12,1,1,63,63,78
최마나,11,1,1,89,8,36
홍나라,11,1,1,60,7,63
신아타,8,1,1,43,44,23
이하다,8,1,1,38,71,39
임자사,12,1,1,19,83,9
박라카,10,1,1,14,25,54
황사자,11,1,1,65,38,59
정사파,11,1,1,21,8,46
임하가,12,1,1,54,52,91
한나타,13,1,1,31,30,32
황타사,9,1,1,88,64,58
서차하,11,1,1,23,11,25
조아마,12,1,1,91,5,43
김자가,13,1,1,5,9,79
박차하,13,1,1,24,13,68
장차다,9,1,1,98,70,71
홍나파,12,1,1,66,81,93
장아가,9,1,1,31,89,32
안마사,8,1,1,63,2,50
유사다,9,1,1,58,28,52
강아카,13,1,1,67,80,84
정카라,13,1,1,7,93,59
강나사,12,1,1,96,71,89
최타아,13,1,1,75,28,36
장라아,11,1,1,59,65,90
권차하,8,1,1,63,85,74
박가차,9,1,1,93,80,89
신아자,11,1,1,78,5,96
강라차,12,1,1,93,56,55
송마하,13,1,1,54,74,97
장라타,10,1,1,58,18,92
윤차다,12,1,1,77,32,21
윤마타,9,1,1,36,46,84
신라하,11,1,1,55,84,81
김라타,13,1,1,94,56,87
이아마,13,1,1,53,76,8
서차타,10,1,1,84,42,91
최가하,12,1,1,86,0,7
김마라,9,1,1,45,88,17
신자자,12,1,1,16,62,98
조바타,11,1,1,31,25,32
안차하,9,1,1,13,31,23
이카타,12,1,1,58,79,1
윤카자,13,1,1,83,46,11
강나파,12,1,1,84,54,29
황사카,9,1,1,41,78,27
최카타,11,1,1,11,30,39
안가바,9,1,1,97,3,43
최라자,12,1,1,36,43,50
안사하,13,1,1,29,4,67
장자사,11,1,1,10,71,23
장다하,8,1,1,17,73,76
강나하,8,1,1,62,5,90
김나하,12,1,1,68,64,37
송바사,13,1,1,50,78,67
최가카,10,1,1,25,23,98
송타라,9,1,1,2,9,56
유가파,11,1,1,95,62,77
임마카,11,1,1,93,40,69
권마라,13,1,1,38,42,42
황타카,12,1,1,90,58,2
황사바,11,1,1,55,8,82
오하카,12,1,1,33,19,82
유하마,8,1,1,85,10,28
최나사,9,1,1,82,27,86
유나카,11,1,1,66,16,54
임라사,9,1,1,77,63,73
신라나,10,1,1,89,44,90
오타마,12,1,1,13,68,86
서바바,10,1,1,3,92,77
임차사,9,1,1,77,20,95
정차라,11,1,1,65,7,64
임타라,13,1,1,18,100,33
정타타,11,1,1,74,37,95
최아타,12,1,1,83,82,46
안나바,11,1,1,94,77,58
장나다,9,1,1,47,58,52
최차바,10,1,1,43,89,74
강타타,9,1,1,100,37,75
윤바바,9,1,1,38,16,99
권라파,12,1,1,60,78,38
김카사,12,1,1,39,78,90
장아차,10,1,1,78,23,40
김아타,9,1,1,71,0,71
권하가,10,1,1,86,33,54
박파파,10,1,1,93,2,66
장마라,11,1,1,84,45,72
최타바,12,1,1,31,88,72
조가다,8,1,1,100,90,84
최카차,8,1,1,15,93,22
황마다,13,1,1,62,38,81
유라나,9,1,1,16,81,1
임아차,10,1,1,25,28,3
최사다,11,1,1,63,87,47
김타마,13,1,1,3,58,3
정차바,9,1,1,7,93,55
황다차,9,1,1,84,86,69
최다차,13,1,1,19,46,83
박하바,11,1,1,59,1,81
오차하,8,1,1,72,7,38
이타타,8,1,1,73,27,0
정하라,8,1,1,31,37,100
한하하,8,1,1,66,14,79
황라가,8,1,1,81,23,20
유타바,9,1,1,95,65,33
이사마,10,1,1,90,36,96
이하나,8,1,1,12,28,86
장라자,9,1,1,29,95,32
오다가,10,1,1,27,24,13
조자타,8,1,1,1,40,31
안나자,10,1,1,52,13,49
정나라,11,1,1,36,38,67
안바가,13,1,1,25,9,41
박라타,12,1,1,25,26,8
한자다,10,1,1,18,54,83
서라가,9,1,1,19,47,96
윤바하,8,1,1,64,32,86
박마차,13,1,1,61,34,57
안타마,12,1,1,56,20,70
신차자,12,1,1,47,56,3
황자하,11,1,1,66,8,45
박가바,9,1,1,43,93,3
서바마,10,1,1,5,45,71
박타타,9,1,1,39,96,16
황바차,12,1,1,51,43,62
조가바,10,1,1,99,86,48
조사바,13,1,1,30,18,88
한바파,8,1,1,52,22,40
정카다,9,1,1,55,8,38
안마가,8,1,1,36,58,53
신라라,12,1,1,40,38,40
임마사,9,1,1,13,41,43
오차다,8,1,1,86,25,7
이나마,12,1,1,28,10,69
이마가,10,1,1,51,46,13
윤자카,12,1,1,89,81,50
이타아,13,1,1,6,77,44
임가가,10,1,1,76,11,11
정다나,9,1,1,75,52,38
서바가,12,1,1,78,80,6
안다사,9,1,1,36,13,83
강바파,9,1,1,50,68,83
한타차,9,1,1,51,2,84
홍하자,10,1,1,89,43,4
안가다,11,1,1,43,53,54
송마마,10,1,1,98,72,23
임차가,12,1,1,23,82,100
윤카차,12,1,1,63,98,27
서나마,11,1,1,72,57,49
강가자,12,1,1,29,53,62
장하타,12,1,1,64,50,40
강나아,11,1,1,4,58,53
정아하,11,1,1,91,13,73
김마하,11,1,1,74,8,76
안자자,13,1,1,29,84,11
이사아,12,1,1,66,100,90
김가카,8,1,1,90,34,40
서하카,13,1,1,58,35,93
박마라,13,1,1,75,22,43
조라마,9,1,1,2,25,85
황아하,9,1,1,12,20,28
홍파다,8,1,1,40,39,96
안차가,8,1,1,61,83,30
신아타,8,1,1,23,84,0
황다바,13,1,1,8,53,22
안바가,11,1,1,91,39,37
송나하,11,1,1,47,63,93
오파라,9,1,1,8,89,83
오타카,11,1,1,56,24,21
박바타,13,1,1,48,15,98
이자자,13,1,1,43,5,1
강타다,12,1,1,6,1,60
안라차,8,1,1,99,23,36
황차바,13,1,1,21,65,92
조자파,12,1,1,27,97,98
정파사,10,1,1,58,92,63
임다바,12,1,1,80,67,42
최바마,8,1,1,5,54,72
최사자,13,1,1,78,11,87
박파아,11,1,1,17,44,61
강카타,13,1,1,39,64,23
윤자라,10,1,1,41,70,30
장마다,9,1,1,31,14,73
황가사,8,1,1,43,73,9
홍마자,13,1,1,95,85,7
윤아파,8,1,1,2,4,47
안하카,11,1,1,41,28,49
한다카,8,1,1,77,88,100
김차나,11,1,1,5,95,98
최나카,9,1,1,50,3,49
안파카,13,1,1,92,59,87
박마바,12,1,1,63,35,21
안자바,9,1,1,74,15,45
한나하,10,1,1,4,76,96
안카바,11,1,1,25,17,1
최다바,11,1,1,69,73,52
한하차,11,1,1,19,91,60
신다파,12,1,1,79,73,92
한바마,12,1,1,5,49,50
이나타,11,1,1,14,47,37
유마다,8,1,1,41,47,85
한다라,12,1,1,61,40,98
박다타,11,1,1,39,52,56
이파자,11,1,1,74,14,72
신나차,12,1,1,90,58,64
조다아,12,1,1,41,55,93
한가나,11,1,1,54,89,62
장아아,10,1,1,44,19,11
한다나,9,1,1,69,37,87
이하아,10,1,1,87,55,4
정나사,10,1,1,70,85,71
김라카,9,1,1,40,61,97
홍타파,10,1,1,83,10,48
이가가,10,1,1,68,96,16
조자타,13,1,1,92,20,83
조나바,9,1,1,1,21,100
김나사,13,1,1,64,58,22
오사나,9,1,1,19,98,30
임카마,12,1,1,74,20,23
한파카,8,1,1,83,41,13
임아타,11,1,1,93,46,1
유사파,12,1,1,22,99,18
신다아,11,1,1,24,49,37
오나자,13,1,1,65,22,24
이마차,12,1,1,5,80,97
이바나,10,1,1,3,69,81
김사타,8,1,1,61,39,76
조사라,12,1,1,68,48,72
유바아,8,1,1,81,77,89
유마카,11,1,1,23,83,93
장자카,8,1,1,67,96,83
신자파,10,1,1,39,85,30
이하파,13,1,1,38,49,72
권사다,11,1,1,3,74,90
조바자,9,1,1,70,16,36
유파나,9,1,1,53,61,2
김자자,9,1,1,6,74,22
서가마,10,1,1,10,30,6
신아차,11,1,1,88,68,43
김바가,9,1,1,12,71,66
정다나,8,1,1,62,1,99
조하마,11,1,1,41,21,10
유가파,9,1,1,23,43,62
한파라,13,1,1,58,73,95
오라다,12,1,1,37,83,32
황나마,9,1,1,91,48,83
송라다,10,1,1,59,19,64
윤다파,13,1,1,67,67,25
장가아,13,1,1,15,50,78
최다가,9,1,1,26,10,21
신나차,12,1,1,52,69,71
김사파,11,1,1,56,84,6
신파사,9,1,1,55,48,78
유사마,8,1,1,51,44,19
최차차,10,1,1,76,75,47
조카마,9,1,1,14,99,32
윤다하,13,1,1,39,37,12
신가라,12,1,1,8,73,82
황차하,13,1,1,20,2,94
서아라,8,1,1,41,70,53
박카카,13,1,1,11,35,6
최자사,11,1,1,95,10,79
신자카,11,1,1,20,36,25
신하라,13,1,1,6,87,48
송자타,11,1,1,4,65,5
홍타가,8,1,1,40,81,11
유카다,9,1,1,22,36,42
임카타,12,1,1,89,25,1
조아나,11,1,1,61,42,100
정하바,13,1,1,63,72,5
서파사,11,1,1,32,90,80
송다마,13,1,1,68,62,47
권타라,12,1,1,55,73,98
홍카파,10,1,1,7,68,0
한하하,10,1,1,4,65,12
오나타,13,1,1,55,41,9
이라바,9,1,1,0,41,48
김다카,11,1,1,79,61,22
임자자,10,1,1,23,76,50
오자사,13,1,1,82,47,74
임아하,10,1,1,31,22,31
황자파,13,1,1,47,54,11
김다파,12,1,1,74,91,53
이차카,10,1,1,34,80,52
신자라,10,1,1,38,4,27
홍타타,13,1,1,21,68,46
최사하,10,1,1,34,61,2
최하나,13,1,1,1,76,71
유파가,13,1,1,38,38,30
김사아,12,1,1,86,67,64
김차아,9,1,1,71,81,6
신아바,10,1,1,100,49,29
한카다,12,1,1,3,44,45
권타마,8,1,1,67,73,80
이라카,9,1,1,25,96,39
홍바차,10,1,1,1,53,82
이아타,8,1,1,33,75,28
최차다,8,1,1,98,29,24
유가파,10,1,1,27,92,56
박바바,8,1,1,61,42,63
박타타,12,1,1,81,25,52
강카마,9,1,1,24,79,88
홍라하,9,1,1,47,39,5
황나자,10,1,1,93,24,55
안카나,10,1,1,33,74,2
유마라,13,1,1,27,61,19
황라다,13,1,1,23,22,97
유나하,10,1,1,7,100,18
김파나,9,1,1,59,7,79
조다하,8,1,1,14,50,82
송자사,8,1,1,86,34,92
권아하,13,1,1,84,8,30
최다카,10,1,1,76,66,23
서나라,12,1,1,9,34,41
서사다,12,1,1,76,3,83
오나가,12,1,1,69,42,62
한나바,11,1,1,47,75,8
황차마,8,1,1,0,4,70
송하사,11,1,1,38,11,33
홍자카,11,1,1,29,47,52
정차사,11,1,1,33,39,65
이마바,12,1,1,7,36,73
송가차,8,1,1,93,50,63
오라아,13,1,1,44,89,40
유타가,11,1,1,10,38,65
유사바,13,1,1,57,43,28
홍마마,13,1,1,98,15,13
최라나,10,1,1,29,2,42
임다하,13,1,1,20,52,44
신마다,8,1,1,92,44,88
임차라,8,1,1,40,35,46
한아다,12,1,1,95,64,29
오자사,13,1,1,13,17,18
송가나,11,1,1,52,15,65
장자아,9,1,1,65,64,38
최차파,11,1,1,94,68,43
신하사,9,1,1,37,22,82
안마나,13,1,1,36,100,0
유사파,9,1,1,88,81,32
신가나,8,1,1,41,15,83
신마다,12,1,1,77,8,82
이나타,10,1,1,99,38,53
강다파,8,1,1,83,5,58
윤타마,11,1,1,24,70,16
송하파,8,1,1,85,28,30
서파나,9,1,1,66,3,16
이하가,11,1,1,95,78,75
안다가,12,1,1,89,33,74
오마다,13,1,1,3,11,44
한파사,13,1,1,79,95,84
정다타,13,1,1,0,49,81
김파하,11,1,1,31,53,21
한바타,12,1,1,37,9,49
신아바,8,1,1,29,99,55
권아나,11,1,1,84,71,84
조카다,9,1,1,93,57,84
권바사,9,1,1,15,53,31
안나카,8,1,1,4,98,73
서아아,11,1,1,14,98,47
이가카,10,1,1,5,62,41
서차카,13,1,1,29,73,90
한다라,10,1,1,3,12,92
최사아,11,1,1,42,36,1
신바사,13,1,1,15,70,53
최다바,9,1,1,57,73,6
유바타,13,1,1,42,89,89
송카차,11,1,1,88,68,39
유차타,12,1,1,18,74,39
권하하,9,1,1,43,17,16
서아마,8,1,1,12,29,51
오마바,12,1,1,45,23,42
안바자,12,1,1,49,28,43
홍사아,11,1,1,53,67,39
한바가,13,1,1,15,65,14
오마타,8,1,1,4,44,46
김마바,8,1,1,6,77,85
오라파,12,1,1,21,7,36
장마하,11,1,1,18,42,80
안카하,11,1,1,47,81,74
서가라,8,1,1,43,80,53
홍아바,8,1,1,91,99,90
이라파,12,1,1,81,21,80
홍마바,12,1,1,53,0,22
한차바,13,1,1,53,65,9
유아아,13,1,1,89,47,5
안아마,12,1,1,12,83,15
황나아,10,1,1,69,37,31
유다하,13,1,1,34,79,74
신라마,12,1,1,69,60,91
조마타,13,1,1,1,76,20
윤차나,12,1,1,98,56,42
한마하,8,1,1,57,21,89
박아바,8,1,1,93,42,42
정사타,9,1,1,63,100,77
유나가,9,1,1,83,25,12
유하라,9,1,1,82,83,54
권아라,11,1,1,39,50,85
권자라,12,1,1,53,6,53
정바차,9,1,1,18,82,17
장차카,11,1,1,98,56,89
최하라,10,1,1,21,31,76
황마카,13,1,1,64,93,62
박차하,12,1,1,68,25,52
황차마,9,1,1,60,82,37
강나카,8,1,1,38,15,97
권가나,13,1,1,14,71,11
윤카바,12,1,1,46,31,26
강하사,9,1,1,78,52,72
송아라,13,1,1,98,92,32
정타다,8,1,1,0,60,89
안나하,13,1,1,29,79,57
유라타,10,1,1,98,97,53
안카차,13,1,1,80,79,55
안파나,11,1,1,15,80,49
오파자,8,1,1,37,81,29
